Country,Year,NH3_kt,NMVOC_kt,NOx_kt,PM10_kt,PM2_5_kt,SOx_kt,Premature_deaths,Years_of_life_lost,Health_expenditure_per_capita_USD
Romania,2015,164.0,253.0,222.0,144.0,109.0,149.0,23805.0,260422.0,442.24038696
Romania,2016,160.0,240.0,212.0,141.0,108.0,98.0,21151.0,239010.0,476.24505615
Romania,2017,159.0,240.0,221.0,142.0,110.0,78.0,23237.0,258798.0,555.11309814
Romania,2018,158.0,233.0,223.0,140.0,108.0,76.0,23047.0,257529.0,687.15411377
Romania,2019,156.0,235.0,220.0,145.0,109.0,86.0,18335.0,209639.0,738.5581665
Romania,2020,153.0,243.0,206.0,144.0,108.0,61.0,21436.0,224698.0,809.58880615
Romania,2021,155.0,241.0,214.0,151.0,114.0,66.0,21989.0,213622.0,963.01287842
Romania,2022,155.0,226.0,203.0,142.0,108.0,47.0,17901.0,184731.0,902.2677002
Romania,2023,155.0,215.0,195.0,134.0,100.0,28.0,14064.0,160028.0,1050.99755859
Slovakia,2005,29.0,137.0,106.0,45.0,36.0,88.0,6622.0,74422.0,601.31323242
Slovakia,2006,24.0,132.0,100.0,41.0,33.0,86.0,,,729.01324463
Slovakia,2007,25.0,126.0,99.0,36.0,28.0,70.0,5245.0,60753.0,1029.30029297
Slovakia,2008,24.0,122.0,100.0,33.0,26.0,69.0,5473.0,64249.0,1251.67724609
Slovakia,2009,23.0,113.0,90.0,31.0,23.0,64.0,5223.0,61587.0,1320.09301758
Slovakia,2010,23.0,113.0,88.0,33.0,26.0,69.0,5763.0,66427.0,1296.54284668
Slovakia,2011,23.0,111.0,81.0,31.0,24.0,69.0,6631.0,78677.0,1352.43835449
Slovakia,2012,24.0,108.0,77.0,32.0,25.0,58.0,5472.0,63147.0,1319.43823242
Slovakia,2013,25.0,103.0,69.0,30.0,23.0,53.0,5196.0,60854.0,1370.46765137
Slovakia,2014,27.0,86.0,67.0,23.0,16.0,46.0,4808.0,57705.0,1289.34851074
Slovakia,2015,26.0,100.0,68.0,29.0,21.0,68.0,5055.0,58934.0,1108.87817383
Slovakia,2016,27.0,100.0,64.0,27.0,21.0,28.0,4371.0,52292.0,1175.6270752
Slovakia,2017,29.0,98.0,64.0,27.0,21.0,29.0,4911.0,57394.0,1189.07983398
Slovakia,2018,29.0,90.0,63.0,23.0,17.0,22.0,4790.0,57247.0,1299.91125488
Slovakia,2019,28.0,87.0,59.0,24.0,17.0,17.0,3401.0,41818.0,1342.07580566
Slovakia,2020,26.0,85.0,56.0,24.0,17.0,15.0,3846.0,43627.0,1393.62438965
Slovakia,2021,25.0,83.0,59.0,23.0,16.0,16.0,5216.0,54360.0,1684.51550293
Slovakia,2022,24.0,80.0,55.0,22.0,16.0,13.0,3623.0,40447.0,1642.39208984
Slovakia,2023,25.0,76.0,51.0,19.0,13.0,14.0,2732.0,33239.0,1813.46618652
Slovenia,2005,18.0,48.0,55.0,21.0,16.0,40.0,2027.0,22832.0,1449.18920898
Slovenia,2006,19.0,46.0,55.0,19.0,15.0,17.0,,,1541.66430664
Slovenia,2007,19.0,46.0,54.0,21.0,16.0,14.0,1550.0,18404.0,1795.95043945
Slovenia,2008,18.0,44.0,58.0,20.0,16.0,12.0,1546.0,18558.0,2179.45239258
Slovenia,2009,18.0,40.0,48.0,17.0,14.0,10.0,1693.0,19987.0,2125.05688477
Slovenia,2010,17.0,39.0,48.0,18.0,15.0,10.0,1705.0,20348.0,2017.14660645
Slovenia,2011,17.0,37.0,47.0,18.0,15.0,11.0,1936.0,22734.0,2147.80517578
Slovenia,2012,17.0,36.0,45.0,17.0,14.0,11.0,1619.0,18815.0,1974.85400391
Slovenia,2013,16.0,35.0,43.0,16.0,14.0,10.0,1592.0,18481.0,2055.38134766
Slovenia,2014,16.0,32.0,39.0,14.0,12.0,8.0,1294.0,14853.0,2062.38476563
Slovenia,2015,16.0,32.0,35.0,15.0,13.0,5.0,1644.0,18568.0,1775.86071777
Slovenia,2016,17.0,33.0,35.0,15.0,13.0,5.0,1458.0,16297.0,1838.65405273
Slovenia,2017,16.0,32.0,34.0,15.0,12.0,5.0,1549.0,16930.0,1925.03466797
Slovenia,2018,16.0,31.0,33.0,13.0,11.0,5.0,1493.0,16432.0,2169.57885742
Slovenia,2019,16.0,31.0,29.0,13.0,11.0,4.0,1144.0,12513.0,2219.09790039
Slovenia,2020,16.0,32.0,25.0,13.0,10.0,4.0,1233.0,11478.0,2417.20874023
Slovenia,2021,16.0,31.0,26.0,15.0,11.0,4.0,1135.0,11723.0,2779.56591797
Slovenia,2022,15.0,29.0,26.0,14.0,10.0,3.0,1277.0,13275.0,2737.84936523
Slovenia,2023,15.0,28.0,24.0,13.0,9.0,3.0,1034.0,11163.0,3037.7644043
Spain,2005,522.0,738.0,1430.0,307.0,176.0,1230.0,31805.0,336247.0,2074.33081055
Spain,2006,522.0,686.0,1304.0,304.0,173.0,1076.0,,,2256.68066406
Spain,2007,535.0,689.0,1398.0,309.0,177.0,1070.0,29514.0,323935.0,2625.55664063
Spain,2008,468.0,627.0,1113.0,267.0,157.0,384.0,23042.0,254522.0,3019.7578125
Spain,2009,468.0,615.0,1085.0,267.0,168.0,307.0,23425.0,261545.0,2962.48266602
Spain,2010,476.0,591.0,945.0,253.0,161.0,244.0,18210.0,206154.0,2816.84350586
Spain,2011,465.0,588.0,1015.0,259.0,169.0,297.0,19718.0,222403.0,2938.18041992
Spain,2012,458.0,549.0,896.0,229.0,145.0,285.0,19482.0,210147.0,2620.84204102
Spain,2013,470.0,549.0,889.0,246.0,166.0,235.0,14752.0,166490.0,2664.48339844
Spain,2014,490.0,536.0,820.0,223.0,145.0,242.0,14508.0,162245.0,2716.5793457
Spain,2015,495.0,569.0,902.0,241.0,156.0,271.0,21466.0,223621.0,2383.85302734
Spain,2016,488.0,515.0,797.0,212.0,132.0,216.0,16918.0,183973.0,2378.13598633
Spain,2017,503.0,539.0,868.0,215.0,135.0,235.0,19536.0,204274.0,2564.55834961
Spain,2018,492.0,549.0,784.0,227.0,146.0,198.0,14727.0,154940.0,2784.16308594
Spain,2019,484.0,558.0,791.0,216.0,133.0,166.0,14292.0,155238.0,2756.62109375
Spain,2020,487.0,555.0,620.0,207.0,129.0,112.0,16384.0,152963.0,2942.41943359
Spain,2021,488.0,561.0,702.0,214.0,133.0,119.0,13899.0,145461.0,3188.8515625
Spain,2022,435.0,525.0,588.0,186.0,108.0,106.0,18312.0,181829.0,2948.61474609
Spain,2023,434.0,518.0,624.0,185.0,110.0,101.0,13315.0,140259.0,3106.62011719
Sweden,2005,60.0,205.0,191.0,73.0,32.0,34.0,3352.0,32055.0,3546.78686523
Sweden,2006,60.0,200.0,189.0,68.0,30.0,34.0,,,3755.67529297
Sweden,2007,59.0,206.0,184.0,70.0,29.0,31.0,3007.0,28515.0,4295.55224609
Sweden,2008,60.0,197.0,176.0,68.0,28.0,29.0,2445.0,23200.0,4609.91845703
Sweden,2009,56.0,182.0,163.0,66.0,26.0,26.0,1597.0,15427.0,4118.41650391
Sweden,2010,57.0,178.0,167.0,64.0,26.0,28.0,2038.0,19467.0,4391.1171875
Sweden,2011,57.0,176.0,160.0,65.0,26.0,25.0,2598.0,24771.0,6363.61474609
Sweden,2012,55.0,168.0,153.0,62.0,24.0,25.0,1548.0,14260.0,6280.82519531
Sweden,2013,57.0,161.0,150.0,63.0,23.0,22.0,778.0,7391.0,6716.21484375
Sweden,2014,57.0,157.0,149.0,59.0,20.0,20.0,1634.0,15774.0,6632.23681641
Sweden,2015,57.0,159.0,145.0,45.0,18.0,17.0,794.0,7482.0,5626.04833984
Sweden,2016,56.0,152.0,143.0,44.0,18.0,17.0,730.0,6973.0,5719.45996094
Sweden,2017,57.0,144.0,138.0,44.0,18.0,17.0,409.0,3809.0,5871.52294922
Sweden,2018,56.0,140.0,134.0,43.0,17.0,17.0,893.0,8401.0,6042.13525391
Sweden,2019,55.0,141.0,125.0,42.0,16.0,16.0,542.0,5304.0,5688.04492188
Sweden,2020,56.0,139.0,115.0,41.0,16.0,15.0,371.0,3325.0,6030.53271484
Sweden,2021,55.0,136.0,113.0,40.0,15.0,15.0,615.0,6077.0,6894.20166016
Sweden,2022,54.0,139.0,109.0,41.0,14.0,15.0,477.0,4536.0,6022.39257813
Sweden,2023,54.0,138.0,104.0,39.0,14.0,14.0,203.0,1969.0,6206.23046875
Switzerland,2005,60.0,114.0,94.0,22.0,14.0,14.0,4621.0,49044.0,5661.17431641
Switzerland,2006,60.0,111.0,93.0,21.0,13.0,13.0,,,5657.28222656
Switzerland,2007,61.0,108.0,92.0,20.0,12.0,12.0,3696.0,40219.0,6124.81445313
Switzerland,2008,60.0,105.0,92.0,20.0,12.0,12.0,4069.0,44008.0,7075.70751953
Switzerland,2009,58.0,102.0,87.0,19.0,11.0,10.0,4012.0,43336.0,7263.62695313
Switzerland,2010,58.0,98.0,85.0,19.0,11.0,10.0,4485.0,48840.0,7645.25732422
Switzerland,2011,57.0,94.0,80.0,18.0,10.0,8.0,4063.0,43825.0,9139.43066406
Switzerland,2012,56.0,91.0,81.0,18.0,10.0,8.0,3317.0,34483.0,8868.98144531
Switzerland,2013,56.0,88.0,81.0,17.0,9.0,8.0,3887.0,40290.0,9247.28417969
Switzerland,2014,56.0,84.0,77.0,16.0,8.0,7.0,2822.0,30038.0,9469.6640625
Switzerland,2015,55.0,80.0,73.0,16.0,8.0,6.0,3244.0,32809.0,9200.10058594
Switzerland,2016,55.0,78.0,71.0,16.0,8.0,5.0,2306.0,24607.0,9201.47460938
Switzerland,2017,55.0,77.0,67.0,16.0,8.0,5.0,2275.0,23462.0,9354.22070313
Switzerland,2018,54.0,75.0,64.0,15.0,7.0,5.0,2224.0,23299.0,9541.07421875
Switzerland,2019,54.0,74.0,60.0,15.0,7.0,4.0,1765.0,18346.0,9609.80273438
Switzerland,2020,53.0,72.0,52.0,14.0,7.0,4.0,1660.0,15173.0,10294.578125
Switzerland,2021,54.0,72.0,51.0,14.0,7.0,4.0,1633.0,16826.0,11197.76464844
Switzerland,2022,53.0,72.0,48.0,14.0,6.0,3.0,1849.0,18051.0,10930.13964844
Switzerland,2023,53.0,72.0,45.0,14.0,6.0,3.0,1357.0,13630.0,11783.66992188
